Class,Accession,Pangolin,Collection_Date,Nuc_Completeness,Host,Length,PangoVersions
7,MZ290783.1,B.1.526,2021-05-04,complete,Homo sapiens,29822,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MW932474.1,B.1.526,2021-03-29,complete,Homo sapiens,29794,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ056410.1,B.1.526,2021-04-11,complete,Homo sapiens,29772,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ498599.1,B.1.526,2021-05-07,complete,Homo sapiens,29785,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MW986706.1,B.1.526,2021-03-07,complete,Homo sapiens,29704,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MW968487.1,B.1.526,2021-03-25,complete,Homo sapiens,29893,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ059003.1,B.1.526,2021-04-10,complete,Homo sapiens,29821,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ171449.1,B.1.526,2021-03-29,complete,Homo sapiens,29749,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,OQ204416.1,B.1.526,2021-03-09,complete,Homo sapiens,29772,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ002061.1,B.1.526,2021-03-30,complete,Homo sapiens,29703,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ412025.1,B.1.526,2021-06-05,complete,Homo sapiens,29683,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,OK221053.1,B.1.526,2021-04-19,complete,Homo sapiens,29810,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,OM988362.1,B.1.526,2021-06-03,complete,Homo sapiens,29859,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,PQ964460.1,B.1.526,2021-03-30,complete,Homo sapiens,29793,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ684743.1,B.1.526,2021-04-26,complete,Homo sapiens,29819,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ639989.1,B.1.526,2021-04-04,complete,Homo sapiens,29736,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ100937.1,B.1.526,2021-04-15,complete,Homo sapiens,29818,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ046895.1,B.1.526,2021-04-08,complete,Homo sapiens,29749,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ639363.1,B.1.526,2021-03-27,complete,Homo sapiens,29762,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ083922.1,B.1.526,2021-04-06,complete,Homo sapiens,29860,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ084118.1,B.1.526,2021-04-07,complete,Homo sapiens,29865,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,PP606418.1,B.1.526,2021-03-03,complete,Homo sapiens,29721,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ187215.1,B.1.526,2021-04-15,complete,Homo sapiens,29845,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ194720.1,B.1.526,2021-05-04,complete,Homo sapiens,29816,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,OL475328.1,B.1.526,2021-02-18,complete,Homo sapiens,29706,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ006633.1,B.1.526,2021-04-01,complete,Homo sapiens,29821,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,PP607573.1,B.1.526,2021-03-12,complete,Homo sapiens,29736,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ638896.1,B.1.526,2021-03-14,complete,Homo sapiens,29736,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ211775.1,B.1.526,2021-04-10,complete,Homo sapiens,29868,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ499192.1,B.1.526,2021-05-14,complete,Homo sapiens,29806,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ639617.1,B.1.526,2021-03-29,complete,Homo sapiens,29732,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ101149.1,B.1.526,2021-04-15,complete,Homo sapiens,29798,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MW976136.1,B.1.526,2021-03-07,complete,Homo sapiens,29772,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ260536.1,B.1.526,2021-03-10,complete,Homo sapiens,29845,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,ON944366.1,B.1.526,2021-04-11,complete,Homo sapiens,29700,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ280688.1,B.1.526,2021-05-05,complete,Homo sapiens,29888,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ032758.1,B.1.526,2021-04-14,complete,Homo sapiens,29841,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ785436.1,B.1.526,2021-07-13,complete,Homo sapiens,29704,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ451768.1,B.1.526,2021-05-24,complete,Homo sapiens,29816,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MW891633.1,B.1.526,2021-03-22,complete,Homo sapiens,29862,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ210420.1,B.1.526,2021-04-11,complete,Homo sapiens,29781,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ161633.1,B.1.526,2021-04-18,complete,Homo sapiens,29749,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,PP609681.1,B.1.526,2021-03-27,complete,Homo sapiens,29736,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ068967.1,B.1.526,2021-04-21,complete,Homo sapiens,29841,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MW901871.1,B.1.526,2021-03-22,complete,Homo sapiens,29886,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ304800.1,B.1.526,2021-05-06,complete,Homo sapiens,29772,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ600030.1,B.1.526,2021-05-21,complete,Homo sapiens,29808,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ638371.1,B.1.526,2021-03-02,complete,Homo sapiens,29733,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,PP604878.1,B.1.526,2021-02-17,complete,Homo sapiens,29733,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ244727.1,B.1.526,2021-05-10,complete,Homo sapiens,29859,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ638070.1,B.1.526,2021-02-22,complete,Homo sapiens,29736,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ073821.1,B.1.526,2021-04-12,complete,Homo sapiens,29749,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,PP141589.1,B.1.526,2021-04-13,complete,Homo sapiens,29836,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ637563.1,B.1.526,2021-02-03,complete,Homo sapiens,29736,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ217875.1,B.1.526,2021-04-28,complete,Homo sapiens,29796,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ166420.1,B.1.526,2021-04-09,complete,Homo sapiens,29845,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MW880648.1,B.1.526,2021-03-21,complete,Homo sapiens,29772,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MW965904.1,B.1.526,2021-03-21,complete,Homo sapiens,29889,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ638229.1,B.1.526,2021-02-27,complete,Homo sapiens,29734,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ101456.1,B.1.526,2021-04-14,complete,Homo sapiens,29749,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,PP610056.1,B.1.526,2021-03-31,complete,Homo sapiens,29736,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MW901529.1,B.1.526,2021-03-26,complete,Homo sapiens,29772,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ862848.1,B.1.526,2021-07-28,complete,Homo sapiens,29770,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,OK246892.1,B.1.526,2021-05-21,complete,Homo sapiens,29893,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,OK183472.1,B.1.526,2021-06-01,complete,Homo sapiens,29772,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MW966348.1,B.1.526,2021-03-24,complete,Homo sapiens,29891,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ140390.1,B.1.526,2021-04-14,complete,Homo sapiens,29704,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MW968570.1,B.1.526,2021-03-25,complete,Homo sapiens,29882,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ579215.1,B.1.526,2021-05-04,complete,Homo sapiens,29893,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ034781.1,B.1.526,2021-04-07,complete,Homo sapiens,29820,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MW976101.1,B.1.526,2021-03-06,complete,Homo sapiens,29772,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,PP605447.1,B.1.526,2021-02-23,complete,Homo sapiens,29731,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ353968.1,B.1.526,2021-05-21,complete,Homo sapiens,29772,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,PQ617315.1,B.1.526,2020-11-20,complete,Homo sapiens,29768,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ159077.1,B.1.526,2021-03-28,complete,Homo sapiens,29889,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ499902.1,B.1.526,2021-05-10,complete,Homo sapiens,29822,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ530442.1,B.1.526,2021-06-15,complete,Homo sapiens,29772,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ638729.1,B.1.526,2021-03-10,complete,Homo sapiens,29736,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MW976382.1,B.1.526,2021-03-15,complete,Homo sapiens,29749,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MW959449.1,B.1.526,2021-04-01,complete,Homo sapiens,29749,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MW891783.1,B.1.526,2021-03-19,complete,Homo sapiens,29835,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,OL475516.1,B.1.526,2021-03-23,complete,Homo sapiens,29714,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ202097.1,B.1.526,2021-04-25,complete,Homo sapiens,29822,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,PP614276.1,B.1.526,2021-05-20,complete,Homo sapiens,29744,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ211277.1,B.1.526,2021-04-12,complete,Homo sapiens,29868,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MW930869.1,B.1.526,2021-03-28,complete,Homo sapiens,29749,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ432420.1,B.1.526,2021-05-25,complete,Homo sapiens,29790,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ100813.1,B.1.526,2021-04-14,complete,Homo sapiens,29821,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,OK219764.1,B.1.526,2021-04-20,complete,Homo sapiens,29812,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,PP614386.1,B.1.526,2021-05-24,complete,Homo sapiens,29735,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,PP697079.1,B.1.526,2021-03-25,complete,Homo sapiens,29868,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MW969255.1,B.1.526,2021-03-24,complete,Homo sapiens,29845,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ639433.1,B.1.526,2021-03-26,complete,Homo sapiens,29736,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,PP606456.1,B.1.526,2021-03-04,complete,Homo sapiens,29735,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ046880.1,B.1.526,2021-04-09,complete,Homo sapiens,29772,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ640530.1,B.1.526,2021-04-12,complete,Homo sapiens,29752,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ187708.1,B.1.526,2021-04-19,complete,Homo sapiens,29863,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ059783.1,B.1.526,2021-04-09,complete,Homo sapiens,29815,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ171113.1,B.1.526,2021-04-19,complete,Homo sapiens,29820,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ179984.1,B.1.526,2021-04-28,complete,Homo sapiens,29705,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,OL701719.1,B.1.526,2021-05-15,complete,Homo sapiens,29820,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ064603.1,B.1.526,2021-04-01,complete,Homo sapiens,29824,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ228346.1,B.1.526,2021-04-25,complete,Homo sapiens,29821,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,PP608228.1,B.1.526,2021-03-17,complete,Homo sapiens,29735,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ491921.1,B.1.526,2021-06-01,complete,Homo sapiens,29767,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ056359.1,B.1.526,2021-04-10,complete,Homo sapiens,29772,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ415754.1,B.1.526,2021-05-10,complete,Homo sapiens,29798,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ006954.1,B.1.526,2021-03-30,complete,Homo sapiens,29821,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,OK245959.1,B.1.526,2021-04-05,complete,Homo sapiens,29893,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ619524.1,B.1.526,2021-03-11,complete,Homo sapiens,29827,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MW901881.1,B.1.526,2021-03-22,complete,Homo sapiens,29862,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ638559.1,B.1.526,2021-03-08,complete,Homo sapiens,29735,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ639956.1,B.1.526,2021-04-04,complete,Homo sapiens,29738,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ371994.1,B.1.526,2021-05-24,complete,Homo sapiens,29650,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ185774.1,B.1.526,2021-04-28,complete,Homo sapiens,29871,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,ON192604.1,B.1.526,2021-04-19,complete,Homo sapiens,29709,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ076406.1,B.1.526,2021-04-08,complete,Homo sapiens,29868,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ074953.1,B.1.526,2021-04-03,complete,Homo sapiens,29892,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MW989818.1,B.1.526,2021-03-21,complete,Homo sapiens,29816,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ535950.1,B.1.526,2021-06-23,complete,Homo sapiens,29772,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MW902801.1,B.1.526,2021-03-20,complete,Homo sapiens,29704,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ321338.1,B.1.526,2021-05-10,complete,Homo sapiens,29772,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ201370.1,B.1.526,2021-04-25,complete,Homo sapiens,29826,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ073498.1,B.1.526,2021-04-10,complete,Homo sapiens,29772,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ009882.1,B.1.526,2021-04-02,complete,Homo sapiens,29826,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ164775.1,B.1.526,2021-04-19,complete,Homo sapiens,29856,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,OL538539.1,B.1.526,2021-04-12,complete,Homo sapiens,29799,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MW904309.1,B.1.526,2021-03-16,complete,Homo sapiens,29822,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MW915285.1,B.1.526,2021-03-24,complete,Homo sapiens,29772,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,PP606003.1,B.1.526,2021-02-28,complete,Homo sapiens,29736,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ194406.1,B.1.526,2021-04-28,complete,Homo sapiens,29818,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ511680.1,B.1.526,2021-06-10,complete,Homo sapiens,29816,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ061436.1,B.1.526,2021-04-10,complete,Homo sapiens,29821,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ195108.1,B.1.526,2021-05-04,complete,Homo sapiens,29842,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ638910.1,B.1.526,2021-03-16,complete,Homo sapiens,29736,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ201687.1,B.1.526,2021-04-25,complete,Homo sapiens,29790,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,PP609975.1,B.1.526,2021-03-29,complete,Homo sapiens,29736,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ592122.1,B.1.526,2021-07-02,complete,Homo sapiens,29769,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ059229.1,B.1.526,2021-04-10,complete,Homo sapiens,29816,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ638330.1,B.1.526,2021-03-02,complete,Homo sapiens,29733,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ638406.1,B.1.526,2021-03-03,complete,Homo sapiens,29735,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MW966747.1,B.1.526,2021-03-15,complete,Homo sapiens,29888,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ638939.1,B.1.526,2021-03-17,complete,Homo sapiens,29771,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ163700.1,B.1.526,2021-04-21,complete,Homo sapiens,29826,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ641764.1,B.1.526,2021-02-19,complete,Homo sapiens,29749,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ101733.1,B.1.526,2021-04-21,complete,Homo sapiens,29842,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ061547.1,B.1.526,2021-04-12,complete,Homo sapiens,29803,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MW887951.1,B.1.526,2021-03-15,complete,Homo sapiens,29839,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ290754.1,B.1.526,2021-05-04,complete,Homo sapiens,29821,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ154564.1,B.1.526,2021-04-19,complete,Homo sapiens,29826,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ295479.1,B.1.526,2021-05-05,complete,Homo sapiens,29814,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ090415.1,B.1.526,2021-04-10,complete,Homo sapiens,29772,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ211037.1,B.1.526,2021-04-11,complete,Homo sapiens,29889,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ512715.1,B.1.526,2021-03-25,complete,Homo sapiens,29902,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ288221.1,B.1.526,2021-05-03,complete,Homo sapiens,29749,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ638673.1,B.1.526,2021-03-09,complete,Homo sapiens,29724,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ258269.1,B.1.526,2021-03-18,complete,Homo sapiens,29866,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MW976652.1,B.1.526,2021-03-18,complete,Homo sapiens,29772,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ271439.1,B.1.526,2021-04-16,complete,Homo sapiens,29862,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ210637.1,B.1.526,2021-04-09,complete,Homo sapiens,29889,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ001127.1,B.1.526,2021-03-23,complete,Homo sapiens,29704,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,OK218723.1,B.1.526,2021-04-21,complete,Homo sapiens,29818,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MW968707.1,B.1.526,2021-03-24,complete,Homo sapiens,29824,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ639814.1,B.1.526,2021-04-03,complete,Homo sapiens,29733,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ541569.1,B.1.526,2021-06-22,complete,Homo sapiens,29817,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,OK220342.1,B.1.526,2021-04-02,complete,Homo sapiens,29831,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MW880323.1,B.1.526,2021-03-22,complete,Homo sapiens,29845,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MW976609.1,B.1.526,2021-03-20,complete,Homo sapiens,29772,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ410130.1,B.1.526,2021-06-02,complete,Homo sapiens,29749,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ500375.1,B.1.526,2021-04-15,complete,Homo sapiens,29783,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MW976049.1,B.1.526,2021-03-04,complete,Homo sapiens,29772,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ075311.1,B.1.526,2021-04-05,complete,Homo sapiens,29891,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,PQ964741.1,B.1.526,2021-04-23,complete,Homo sapiens,29725,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ282158.1,B.1.526,2021-05-03,complete,Homo sapiens,29858,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,PP608335.1,B.1.526,2021-03-19,complete,Homo sapiens,29733,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MW891042.1,B.1.526,2021-03-18,complete,Homo sapiens,29791,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MW931501.1,B.1.526,2021-03-28,complete,Homo sapiens,29803,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ173085.1,B.1.526,2021-04-25,complete,Homo sapiens,29772,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,OM245085.1,B.1.526,2021-05-18,complete,Homo sapiens,29860,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ256341.1,B.1.526,2021-03-15,complete,Homo sapiens,29890,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ530908.1,B.1.526,2021-06-16,complete,Homo sapiens,29684,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ131307.1,B.1.526,2021-04-14,complete,Homo sapiens,29749,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ319054.1,B.1.526,2021-05-09,complete,Homo sapiens,29749,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,OK512107.1,B.1.526,2021-06-10,complete,Homo sapiens,29674,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,PP604254.1,B.1.526,2021-02-14,complete,Homo sapiens,29736,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ085829.1,B.1.526,2021-04-07,complete,Homo sapiens,29891,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,PP604502.1,B.1.526,2021-02-15,complete,Homo sapiens,29738,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ025214.1,B.1.526,2021-04-04,complete,Homo sapiens,29867,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ532699.1,B.1.526,2021-06-07,complete,Homo sapiens,29790,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ308324.1,B.1.526,2021-05-14,complete,Homo sapiens,29769,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ283455.1,B.1.526,2021-04-23,complete,Homo sapiens,29883,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,OK230045.1,B.1.526,2021-06-09,complete,Homo sapiens,29770,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ638423.1,B.1.526,2021-03-03,complete,Homo sapiens,29736,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ533378.1,B.1.526,2021-06-23,complete,Homo sapiens,29803,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ059635.1,B.1.526,2021-04-09,complete,Homo sapiens,29817,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ216989.1,B.1.526,2021-04-26,complete,Homo sapiens,29749,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,PP609368.1,B.1.526,2021-03-26,complete,Homo sapiens,29743,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ149398.1,B.1.526,2021-04-28,complete,Homo sapiens,29864,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ641827.1,B.1.526,2021-02-24,complete,Homo sapiens,29749,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,ON195139.1,B.1.526,2021-05-04,complete,Homo sapiens,29716,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,PP609108.1,B.1.526,2021-03-24,complete,Homo sapiens,29735,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MW932077.1,B.1.526,2021-03-28,complete,Homo sapiens,29821,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ228505.1,B.1.526,2021-04-27,complete,Homo sapiens,29822,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ716087.1,B.1.526,2021-06-26,complete,Homo sapiens,29772,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ032593.1,B.1.526,2021-04-14,complete,Homo sapiens,29842,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
7,MZ056284.1,B.1.526,2021-04-11,complete,Homo sapiens,29749,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
